Analysis_Type,Data_Source_Broadband,Data_Source_Education,Total_Geographies_Available,Sample_Size_High_Speed,Sample_Size_Low_Speed,CLT_Satisfied,Broadband_Threshold_Pct,High_Speed_Math_Mean,Low_Speed_Math_Mean,Math_Difference,Math_T_Statistic,Math_P_Value,Math_Cohens_D,Math_Effect_Size,Math_Significant_at_05,Reading_Difference,Reading_P_Value,Reading_Significant_at_05,Correlation_Broadband_Math,Correlation_P_Value
Digital Divide & Education (Real Data),FCC National Broadband Map,SEDA 4.1,3134,2642,492,True,99.99453435000001,-0.04364196624008391,-0.021534282854475884,-0.022107683385608024,-2.0031278024616905,0.04552575292379236,-0.0904924622729301,negligible,True,-0.022145823329078967,0.044385145186839635,True,0.018619975776368033,0.29738358836562745
